EntryID-nest,Code,Block,Plot,Subplot,Stratum,Forest,Treatment,Perimeter-trunk(cm),Placement-NOTES,Date-placed,Date-checked,Start,Collectors,Weather,Occupied,Alive,Ant appearance,AntSpCode,N coll.,N ants (camera),Brood,Cavity (mm),REPLACED,LOST+REPLACED,Notes-check,Moved to code,Date-final,Start-final,Collectors-final,Weather-final,Occupied-final,Ant appearance-final,AntSpCODE-final,Alive-final,N ants,Brood-final,Survived,Abandoned,Reoccupied,N workers,N soldiers,N queens,N larvae,N pupae,N eggs,LOST-FINAL,Notes-harvest,Notes-PK
1215,NP1-S1-B3-UN,NP1,NP1-S1,B3,UN,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,KP2-S3-B3-UN,9/21/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1216,NP1-S1-B4-UN,NP1,NP1-S1,B4,UN,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,12,FALSE,FALSE,,KP2-S3-B4-UN,9/21/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1217,NP1-S1-C1-CA,NP1,NP1-S1,C1,CA,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,12,FALSE,FALSE,,KP2-S3-C1-CA,9/21/2022,,Manfred,,TRUE,Colobopsis sp. Yellow,CAMP 010,TRUE,25,YES,FALSE,FALSE,FALSE,18,7,0,16,21,0,FALSE,,ok
1218,NP1-S1-C2-CA,NP1,NP1-S1,C2,CA,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,12,FALSE,FALSE,,KP2-S3-C2-CA,9/21/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,plug missing,
1219,NP1-S1-C3-CA,NP1,NP1-S1,C3,CA,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,TRUE,TRUE,Crematogaster flavitarsus,CREM 005,1,30,YES,10,FALSE,FALSE,,KP2-S3-C3-CA,9/21/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,TRUE,FALSE,,,,,,,FALSE,,ok
1220,NP1-S1-C4-CA,NP1,NP1-S1,C4,CA,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,KP2-S3-C4-CA,9/21/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1221,NP1-S1-C1-UN,NP1,NP1-S1,C1,UN,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,KP2-S3-C1-UN,9/21/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1222,NP1-S1-C2-UN,NP1,NP1-S1,C2,UN,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,11,FALSE,FALSE,,KP2-S3-C2-UN,9/21/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1223,NP1-S1-C3-UN,NP1,NP1-S1,C3,UN,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,9,FALSE,FALSE,,KP2-S3-C3-UN,9/21/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1224,NP1-S1-C4-UN,NP1,NP1-S1,C4,UN,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,11,FALSE,FALSE,,KP2-S3-C4-UN,9/21/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1225,NP1-S1-D1-CA,NP1,NP1-S1,D1,CA,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,KP2-S3-D1-CA,9/21/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,plug missing,
1226,NP1-S1-D2-CA,NP1,NP1-S1,D2,CA,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,12,FALSE,FALSE,,KP2-S3-D2-CA,9/21/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1227,NP1-S1-D3-CA,NP1,NP1-S1,D3,CA,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,12,FALSE,FALSE,,KP2-S3-D3-CA,9/21/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1228,NP1-S1-D4-CA,NP1,NP1-S1,D4,CA,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,12,FALSE,FALSE,,KP2-S3-D4-CA,9/21/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1229,NP1-S1-D1-UN,NP1,NP1-S1,D1,UN,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,12,FALSE,FALSE,,KP2-S3-D1-UN,9/21/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1230,NP1-S1-D2-UN,NP1,NP1-S1,D2,UN,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,9,FALSE,FALSE,,KP2-S3-D2-UN,9/21/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1231,NP1-S1-D3-UN,NP1,NP1-S1,D3,UN,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,12,FALSE,FALSE,,KP2-S3-D3-UN,9/21/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1232,NP1-S1-D4-UN,NP1,NP1-S1,D4,UN,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,13,FALSE,FALSE,,KP2-S3-D4-UN,9/21/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1233,NP1-S2-A1-CA,NP1,NP1-S2,A1,CA,Numba Primary,control,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,12,FALSE,FALSE,,NP1-S2-A1-CA,9/17/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1234,NP1-S2-A2-CA,NP1,NP1-S2,A2,CA,Numba Primary,control,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,11,FALSE,FALSE,,NP1-S2-A2-CA,9/17/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1235,NP1-S2-A3-CA,NP1,NP1-S2,A3,CA,Numba Primary,control,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,NP1-S2-A3-CA,9/17/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1236,NP1-S2-A4-CA,NP1,NP1-S2,A4,CA,Numba Primary,control,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,11,FALSE,FALSE,,NP1-S2-A4-CA,9/17/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1237,NP1-S2-A1-UN,NP1,NP1-S2,A1,UN,Numba Primary,control,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,13,FALSE,FALSE,,NP1-S2-A1-UN,9/17/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1238,NP1-S2-A2-UN,NP1,NP1-S2,A2,UN,Numba Primary,control,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,13,FALSE,FALSE,,NP1-S2-A2-UN,9/17/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1239,NP1-S2-A3-UN,NP1,NP1-S2,A3,UN,Numba Primary,control,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,11,FALSE,FALSE,,NP1-S2-A3-UN,9/17/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1240,NP1-S2-A4-UN,NP1,NP1-S2,A4,UN,Numba Primary,control,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,13,FALSE,FALSE,,NP1-S2-A4-UN,9/17/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1241,NP1-S2-B1-CA,NP1,NP1-S2,B1,CA,Numba Primary,control,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,TRUE,TRUE,black ant,CAMP 033,1,1,NO,10,FALSE,FALSE,forager,NP1-S2-B1-CA,9/17/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,TRUE,FALSE,,,,,,,FALSE,,ok
1242,NP1-S2-B2-CA,NP1,NP1-S2,B2,CA,Numba Primary,control,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,TRUE,TRUE,Tetramorium,,0,20,YES,9,FALSE,FALSE,to difficult to collect,NP1-S2-B2-CA,9/17/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,TRUE,FALSE,,,,,,,FALSE,,
1243,NP1-S2-B3-CA,NP1,NP1-S2,B3,CA,Numba Primary,control,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,11,FALSE,FALSE,,NP1-S2-B3-CA,9/17/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1244,NP1-S2-B4-CA,NP1,NP1-S2,B4,CA,Numba Primary,control,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,TRUE,TRUE,"small light brown, maybe Pheidole?",,0,10,YES,10,FALSE,FALSE,to difficult to collect,NP1-S2-B4-CA,9/17/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,TRUE,FALSE,,,,,,,FALSE,,
1245,NP1-S2-B1-UN,NP1,NP1-S2,B1,UN,Numba Primary,control,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,9,FALSE,FALSE,,NP1-S2-B1-UN,9/17/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1246,NP1-S2-B2-UN,NP1,NP1-S2,B2,UN,Numba Primary,control,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,NP1-S2-B2-UN,9/17/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1247,NP1-S2-B3-UN,NP1,NP1-S2,B3,UN,Numba Primary,control,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,9,FALSE,FALSE,,NP1-S2-B3-UN,9/17/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1248,NP1-S2-B4-UN,NP1,NP1-S2,B4,UN,Numba Primary,control,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,15,FALSE,FALSE,,NP1-S2-B4-UN,9/17/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1249,NP1-S2-C1-CA,NP1,NP1-S2,C1,CA,Numba Primary,control,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,13,FALSE,FALSE,,NP1-S2-C1-CA,9/17/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1250,NP1-S2-C2-CA,NP1,NP1-S2,C2,CA,Numba Primary,control,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,12,FALSE,FALSE,,NP1-S2-C2-CA,9/17/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1251,NP1-S2-C3-CA,NP1,NP1-S2,C3,CA,Numba Primary,control,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,12,FALSE,FALSE,,NP1-S2-C3-CA,9/17/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1252,NP1-S2-C4-CA,NP1,NP1-S2,C4,CA,Numba Primary,control,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,11,FALSE,FALSE,,NP1-S2-C4-CA,9/17/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1253,NP1-S2-C1-UN,NP1,NP1-S2,C1,UN,Numba Primary,control,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,TRUE,TRUE,Technomyrmex,TECH 004,1,50,YES,10,FALSE,FALSE,,NP1-S2-C1-UN,9/17/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,TRUE,FALSE,,,,,,,FALSE,,ok
1254,NP1-S2-C2-UN,NP1,NP1-S2,C2,UN,Numba Primary,control,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,,TRUE,TRUE,bamboo missing,NP1-S2-C2-UN,9/17/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1255,NP1-S2-C3-UN,NP1,NP1-S2,C3,UN,Numba Primary,control,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,8,FALSE,FALSE,,NP1-S2-C3-UN,9/17/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1256,NP1-S2-C4-UN,NP1,NP1-S2,C4,UN,Numba Primary,control,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,9,FALSE,FALSE,,NP1-S2-C4-UN,9/17/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1257,NP1-S2-D1-CA,NP1,NP1-S2,D1,CA,Numba Primary,control,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,NP1-S2-D1-CA,9/17/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1258,NP1-S2-D2-CA,NP1,NP1-S2,D2,CA,Numba Primary,control,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,13,FALSE,FALSE,,NP1-S2-D2-CA,9/17/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1259,NP1-S2-D3-CA,NP1,NP1-S2,D3,CA,Numba Primary,control,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,12,FALSE,FALSE,,NP1-S2-D3-CA,9/17/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1260,NP1-S2-D4-CA,NP1,NP1-S2,D4,CA,Numba Primary,control,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,15,FALSE,FALSE,plug replaced,NP1-S2-D4-CA,9/17/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1261,NP1-S2-D1-UN,NP1,NP1-S2,D1,UN,Numba Primary,control,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,11,FALSE,FALSE,,NP1-S2-D1-UN,9/17/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1262,NP1-S2-D2-UN,NP1,NP1-S2,D2,UN,Numba Primary,control,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,12,FALSE,FALSE,,NP1-S2-D2-UN,9/17/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1263,NP1-S2-D3-UN,NP1,NP1-S2,D3,UN,Numba Primary,control,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,NP1-S2-D3-UN,9/17/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1264,NP1-S2-D4-UN,NP1,NP1-S2,D4,UN,Numba Primary,control,,,6/4/2022,8/22/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,NP1-S2-D4-UN,9/17/2022,,Manfred,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1265,NP1-S3-A1-CA,NP1,NP1-S3,A1,CA,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,KP2-S2-A1-CA,9/21/2022,,Manfred et al,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1266,NP1-S3-A2-CA,NP1,NP1-S3,A2,CA,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,KP2-S2-A2-CA,9/21/2022,,Manfred et al,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1267,NP1-S3-A3-CA,NP1,NP1-S3,A3,CA,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,KP2-S2-A3-CA,9/21/2022,,Manfred et al,,TRUE,Crematogaster,CREM 014,TRUE,22,NO,FALSE,FALSE,FALSE,22,0,0,0,0,0,FALSE,,
1268,NP1-S3-A4-CA,NP1,NP1-S3,A4,CA,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,KP2-S2-A4-CA,9/21/2022,,Manfred et al,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1269,NP1-S3-A1-UN,NP1,NP1-S3,A1,UN,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,12,FALSE,FALSE,,KP2-S2-A1-UN,9/21/2022,,Manfred et al,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1270,NP1-S3-A2-UN,NP1,NP1-S3,A2,UN,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,9,FALSE,FALSE,,KP2-S2-A2-UN,9/21/2022,,Manfred et al,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1271,NP1-S3-A3-UN,NP1,NP1-S3,A3,UN,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,10,FALSE,FALSE,,KP2-S2-A3-UN,9/21/2022,,Manfred et al,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,,
1272,NP1-S3-A4-UN,NP1,NP1-S3,A4,UN,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,TRUE,TRUE,Camponotus,CAMP 032,1,50,YES,11,FALSE,FALSE,,KP2-S2-A4-UN,9/21/2022,,Manfred et al,,FALSE,,,FALSE,,,FALSE,TRUE,FALSE,,,,,,,FALSE,,ok
1273,NP1-S3-B1-CA,NP1,NP1-S3,B1,CA,Numba Primary,other elevation,,,6/4/2022,8/24/2022,1/0/1900,Petr+Manfred+Ambros,,FALSE,FALSE,,,,,,11,FALSE,FALSE,,KP2-S2-B1-CA,9/21/2022,,Manfred et al,,FALSE,,,FALSE,,,FALSE,FALSE,FALSE,,,,,,,FALSE,plug missing,
