EntryID-bait,Code,Block,Plot,Subplot,Stratum,Forest,Season,Date-placed,Collectors,Start,Finish,Weather,Height(m),Ant character,Abundance,Collected,N coll.,AntSpCODE,NOTES PK,NOTES,Bait missing
1670,NP1-S3-B1-CA,NP1,NP1-S3,B1,CA,Numba Primary,Baiting,6/4/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,14,Tetramorium,10 to 50,TRUE,2,PHEI 007,"checked - ok (not sp. 1, good sp. 7)",,FALSE
1671,NP1-S3-B2-CA,NP1,NP1-S3,B2,CA,Numba Primary,Baiting,6/4/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,18,Anonychomyrma,>100,TRUE,8,ANON 012,,,FALSE
1672,NP1-S3-B3-CA,NP1,NP1-S3,B3,CA,Numba Primary,Baiting,6/4/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,18,Pheidole,10 to 50,TRUE,4,PHIL 001,,,FALSE
1673,NP1-S3-B4-CA,NP1,NP1-S3,B4,CA,Numba Primary,Baiting,6/4/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,22,,,FALSE,,,,,FALSE
1674,NP1-S3-B1-UN,NP1,NP1-S3,B1,UN,Numba Primary,Baiting,6/4/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,1.5,,,FALSE,,,,,FALSE
1675,NP1-S3-B2-UN,NP1,NP1-S3,B2,UN,Numba Primary,Baiting,6/4/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,1.5,,,FALSE,,,,,FALSE
1676,NP1-S3-B3-UN,NP1,NP1-S3,B3,UN,Numba Primary,Baiting,6/4/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,1.5,Anonychomyrma,>100,TRUE,16,ANON 012,checked - ok,,FALSE
1677,NP1-S3-B4-UN,NP1,NP1-S3,B4,UN,Numba Primary,Baiting,6/4/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,1.5,Anonychomyrma,>100,TRUE,11,ANON 012,checked - ok,,FALSE
1678,NP1-S3-C1-CA,NP1,NP1-S3,C1,CA,Numba Primary,Baiting,6/4/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,14,Anonychomyrma,10 to 50,TRUE,3,ANON 012,checked - ok (smaller and less hairs a bit but very long petiolus and broader prop. - sp. 9 closest),,FALSE
1679,NP1-S3-C2-CA,NP1,NP1-S3,C2,CA,Numba Primary,Baiting,6/4/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,18,Anonychomyrma,>100,TRUE,3,ANON 002,checked - ok,,FALSE
1680,NP1-S3-C3-CA,NP1,NP1-S3,C3,CA,Numba Primary,Baiting,6/4/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,20,Carebara,1,TRUE,1,CARE 002,checked - ok,,FALSE
1681,NP1-S3-C4-CA,NP1,NP1-S3,C4,CA,Numba Primary,Baiting,6/4/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,22,Anonychomyrma,>100,TRUE,3,ANON 012,checked - ok,,FALSE
1682,NP1-S3-C1-UN,NP1,NP1-S3,C1,UN,Numba Primary,Baiting,6/4/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,1.5,,,FALSE,,,,,FALSE
1683,NP1-S3-C2-UN,NP1,NP1-S3,C2,UN,Numba Primary,Baiting,6/4/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,1.5,,,FALSE,,,,,FALSE
1684,NP1-S3-C3-UN,NP1,NP1-S3,C3,UN,Numba Primary,Baiting,6/4/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,1.5,Anonychomyrma,>100,TRUE,30,ANON 009,checked - changed to sp. 9 from 14 / good match,not sure,FALSE
1685,NP1-S3-C4-UN,NP1,NP1-S3,C4,UN,Numba Primary,Baiting,6/4/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,1.5,,,FALSE,,,,,FALSE
1686,NP1-S3-D1-CA,NP1,NP1-S3,D1,CA,Numba Primary,Baiting,6/4/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,13,,,FALSE,,,,,FALSE
1687,NP1-S3-D2-CA,NP1,NP1-S3,D2,CA,Numba Primary,Baiting,6/4/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,17,Anonychomyrma,1,TRUE,1,CAMP 001,,,FALSE
1688,NP1-S3-D3-CA,NP1,NP1-S3,D3,CA,Numba Primary,Baiting,6/4/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,9,Crematogaster,50 to 100,TRUE,5,CREM 007,checked - ok,,FALSE
1689,NP1-S3-D4-CA,NP1,NP1-S3,D4,CA,Numba Primary,Baiting,6/4/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,14,Anonychomyrma,4,TRUE,2,ANON 014,checked - changed to 14 from 9 / good match,,FALSE
1690,NP1-S3-D1-UN,NP1,NP1-S3,D1,UN,Numba Primary,Baiting,6/4/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,1.5,Paraparatrechina,2,TRUE,2,PARA 007,,,FALSE
1691,NP1-S3-D2-UN,NP1,NP1-S3,D2,UN,Numba Primary,Baiting,6/4/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,1.5,,,FALSE,,,,,FALSE
1692,NP1-S3-D3-UN,NP1,NP1-S3,D3,UN,Numba Primary,Baiting,6/4/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,1.5,Polyrhachis,2,TRUE,1,POLY 036,,,FALSE
1693,NP1-S3-D4-UN,NP1,NP1-S3,D4,UN,Numba Primary,Baiting,6/4/2022,Nils+Ali,1/0/1900,1/0/1900,cloudy,1.5,Polyrhachis,4,TRUE,2,POLY 036,,,FALSE
1694,NP1-S4-A1-CA,NP1,NP1-S4,A1,CA,Numba Primary,Baiting,6/5/2022,Ali+Nils,1/0/1900,1/0/1900,70% sunny,19,Oecophylla,50 to 100,TRUE,3,OECO 001,,,FALSE
1695,NP1-S4-A2-CA,NP1,NP1-S4,A2,CA,Numba Primary,Baiting,6/5/2022,Ali+Nils,1/0/1900,1/0/1900,70% sunny,14,Anonychomyrma,>100,TRUE,12,ANON 009,checked - changed to sp. 9 from 14 / good match but only a few hairs on prop.,,FALSE
1696,NP1-S4-A3-CA,NP1,NP1-S4,A3,CA,Numba Primary,Baiting,6/5/2022,Ali+Nils,1/0/1900,1/0/1900,70% sunny,21,,,FALSE,,,,,FALSE
1697,NP1-S4-A4-CA,NP1,NP1-S4,A4,CA,Numba Primary,Baiting,6/5/2022,Ali+Nils,1/0/1900,1/0/1900,70% sunny,20,,,FALSE,,,,,FALSE
1698,NP1-S4-A1-UN,NP1,NP1-S4,A1,UN,Numba Primary,Baiting,6/5/2022,Ali+Nils,1/0/1900,1/0/1900,70% sunny,1.5,Rhytidoponera,1,TRUE,1,RHYT 004,,,FALSE
1699,NP1-S4-A2-UN,NP1,NP1-S4,A2,UN,Numba Primary,Baiting,6/5/2022,Ali+Nils,1/0/1900,1/0/1900,70% sunny,1.5,,,FALSE,,,,,FALSE
1700,NP1-S4-A3-UN,NP1,NP1-S4,A3,UN,Numba Primary,Baiting,6/5/2022,Ali+Nils,1/0/1900,1/0/1900,70% sunny,1.5,Polyrhachis,1,TRUE,1,POLY 016,,,FALSE
1701,NP1-S4-A4-UN,NP1,NP1-S4,A4,UN,Numba Primary,Baiting,6/5/2022,Ali+Nils,1/0/1900,1/0/1900,70% sunny,1.5,,,FALSE,,,,,FALSE
1702,NP1-S4-B1-CA,NP1,NP1-S4,B1,CA,Numba Primary,Baiting,6/5/2022,Ali+Nils,1/0/1900,1/0/1900,70% sunny,15,,,FALSE,,,,,FALSE
1703,NP1-S4-B2-CA,NP1,NP1-S4,B2,CA,Numba Primary,Baiting,6/5/2022,Ali+Nils,1/0/1900,1/0/1900,70% sunny,15,Anonychomyrma,>100,TRUE,7,ANON 009,checked - changed to sp. 9 from 14 / good match but only a few hairs on prop.,,FALSE
1704,NP1-S4-B3-CA,NP1,NP1-S4,B3,CA,Numba Primary,Baiting,6/5/2022,Ali+Nils,1/0/1900,1/0/1900,70% sunny,13,Pheidole,10 to 50,TRUE,13,PHEI 004,,,FALSE
1705,NP1-S4-B4-CA,NP1,NP1-S4,B4,CA,Numba Primary,Baiting,6/5/2022,Ali+Nils,1/0/1900,1/0/1900,70% sunny,15,,,FALSE,,,,,FALSE
1706,NP1-S4-B1-UN,NP1,NP1-S4,B1,UN,Numba Primary,Baiting,6/5/2022,Ali+Nils,1/0/1900,1/0/1900,70% sunny,1.5,,,FALSE,,,,,FALSE
1707,NP1-S4-B2-UN,NP1,NP1-S4,B2,UN,Numba Primary,Baiting,6/5/2022,Ali+Nils,1/0/1900,1/0/1900,70% sunny,1.5,Rhytidoponera,3,TRUE,3,RHYT 005,,,FALSE
1708,NP1-S4-B3-UN,NP1,NP1-S4,B3,UN,Numba Primary,Baiting,6/5/2022,Ali+Nils,1/0/1900,1/0/1900,70% sunny,1.5,,,FALSE,,,,,FALSE
1709,NP1-S4-B4-UN,NP1,NP1-S4,B4,UN,Numba Primary,Baiting,6/5/2022,Ali+Nils,1/0/1900,1/0/1900,70% sunny,1.5,,,FALSE,,,,,FALSE
1710,NP1-S4-C1-CA,NP1,NP1-S4,C1,CA,Numba Primary,Baiting,6/5/2022,Ali+Nils,1/0/1900,1/0/1900,70% sunny,20,Crematogaster,10 to 50,TRUE,3,PHEI 024,checked - ok,,FALSE
1711,NP1-S4-C2-CA,NP1,NP1-S4,C2,CA,Numba Primary,Baiting,6/5/2022,Ali+Nils,1/0/1900,1/0/1900,70% sunny,15,Ponerinae,1,TRUE,1,PACH 006,,,FALSE
1712,NP1-S4-C3-CA,NP1,NP1-S4,C3,CA,Numba Primary,Baiting,6/5/2022,Ali+Nils,1/0/1900,1/0/1900,70% sunny,18,,,FALSE,,,,,FALSE
1713,NP1-S4-C4-CA,NP1,NP1-S4,C4,CA,Numba Primary,Baiting,6/5/2022,Ali+Nils,1/0/1900,1/0/1900,70% sunny,16,Oecophylla,10 to 50,TRUE,5,OECO 001,,,FALSE
1714,NP1-S4-C1-UN,NP1,NP1-S4,C1,UN,Numba Primary,Baiting,6/5/2022,Ali+Nils,1/0/1900,1/0/1900,70% sunny,1.5,Nylanderia,6,TRUE,3,PARA 007,,,FALSE
1715,NP1-S4-C2-UN,NP1,NP1-S4,C2,UN,Numba Primary,Baiting,6/5/2022,Ali+Nils,1/0/1900,1/0/1900,70% sunny,1.5,Anonychomyrma,>100,TRUE,5,ANON 012,,,FALSE
1716,NP1-S4-C3-UN,NP1,NP1-S4,C3,UN,Numba Primary,Baiting,6/5/2022,Ali+Nils,1/0/1900,1/0/1900,70% sunny,1.5,Meranoplus,3,TRUE,3,MERA 002,,,FALSE
1717,NP1-S4-C4-UN,NP1,NP1-S4,C4,UN,Numba Primary,Baiting,6/5/2022,Ali+Nils,1/0/1900,1/0/1900,70% sunny,1.5,Pheidole,4,TRUE,3,TETR 012,,,FALSE
1718,NP1-S4-D1-CA,NP1,NP1-S4,D1,CA,Numba Primary,Baiting,6/5/2022,Ali+Nils,1/0/1900,1/0/1900,70% sunny,16,,,FALSE,,,,,FALSE
1719,NP1-S4-D2-CA,NP1,NP1-S4,D2,CA,Numba Primary,Baiting,6/5/2022,Ali+Nils,1/0/1900,1/0/1900,70% sunny,17,Crematogaster,7,TRUE,3,PARA 003,,,FALSE
