"EntryID.nest","Code","Block","Plot","Subplot","Stratum","Forest","Treatment","Perimeter.trunk.cm.","Placement.NOTES","Date.placed","Date.checked","Start","Collectors","Weather","Occupied","Alive","Ant.appearance","AntSpCode","N.coll.","N.ants..camera.","Brood","Cavity..mm.","REPLACED","LOST.REPLACED","Notes.check","Moved.to.code","Date.final","Start.final","Collectors.final","Weather.final","Occupied.final","Ant.appearance.final","AntSpCODE.final","Alive.final","N.ants","Brood.final","Survived","Abandoned","Reoccupied","N.workers","N.soldiers","N.queens","N.larvae","N.pupae","N.eggs","LOST.FINAL","Notes.harvest","Notes.PK","Moved.to.block","Moved.to.plot","nesting.estimate","phase1.occupancy","phase2.occupancy","moved.to.forest"
1211,"NP1-S1-B3-CA","NP1","NP1-S1","B3","CA","Numba Primary","other elevation",NA,NA,"6/4/2022","8/24/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",12,FALSE,FALSE,"","KP2-S3-B3-CA","9/21/2022","","Manfred",NA,TRUE,"Crematogaster","CREM 003",TRUE,1,"NO",FALSE,FALSE,FALSE,0,0,1,0,0,0,FALSE,"","","KP2","KP2-S3",NA,0,1,"Kausi Primary"
1212,"NP1-S1-B4-CA","NP1","NP1-S1","B4","CA","Numba Primary","other elevation",NA,NA,"6/4/2022","8/24/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",9,FALSE,FALSE,"","KP2-S3-B4-CA","9/21/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","KP2","KP2-S3",NA,0,0,"Kausi Primary"
1213,"NP1-S1-B1-UN","NP1","NP1-S1","B1","UN","Numba Primary","other elevation",NA,NA,"6/4/2022","8/24/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",11,FALSE,FALSE,"","KP2-S3-B1-UN","9/21/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","KP2","KP2-S3",NA,0,0,"Kausi Primary"
1214,"NP1-S1-B2-UN","NP1","NP1-S1","B2","UN","Numba Primary","other elevation",NA,NA,"6/4/2022","8/24/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",11,FALSE,FALSE,"","KP2-S3-B2-UN","9/21/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","KP2","KP2-S3",NA,0,0,"Kausi Primary"
1215,"NP1-S1-B3-UN","NP1","NP1-S1","B3","UN","Numba Primary","other elevation",NA,NA,"6/4/2022","8/24/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",10,FALSE,FALSE,"","KP2-S3-B3-UN","9/21/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","KP2","KP2-S3",NA,0,0,"Kausi Primary"
1216,"NP1-S1-B4-UN","NP1","NP1-S1","B4","UN","Numba Primary","other elevation",NA,NA,"6/4/2022","8/24/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",12,FALSE,FALSE,"","KP2-S3-B4-UN","9/21/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","KP2","KP2-S3",NA,0,0,"Kausi Primary"
1217,"NP1-S1-C1-CA","NP1","NP1-S1","C1","CA","Numba Primary","other elevation",NA,NA,"6/4/2022","8/24/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",12,FALSE,FALSE,"","KP2-S3-C1-CA","9/21/2022","","Manfred",NA,TRUE,"Colobopsis sp. Yellow","CAMP 010",TRUE,25,"YES",FALSE,FALSE,FALSE,18,7,0,16,21,0,FALSE,"","ok","KP2","KP2-S3",NA,0,1,"Kausi Primary"
1218,"NP1-S1-C2-CA","NP1","NP1-S1","C2","CA","Numba Primary","other elevation",NA,NA,"6/4/2022","8/24/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",12,FALSE,FALSE,"","KP2-S3-C2-CA","9/21/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"plug missing","","KP2","KP2-S3",NA,0,0,"Kausi Primary"
1219,"NP1-S1-C3-CA","NP1","NP1-S1","C3","CA","Numba Primary","other elevation",NA,NA,"6/4/2022","8/24/2022","1/0/1900","Petr+Manfred+Ambros",NA,TRUE,TRUE,"Crematogaster flavitarsus","CREM 005",1,"30","YES",10,FALSE,FALSE,"","KP2-S3-C3-CA","9/21/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","ok","KP2","KP2-S3",30,1,0,"Kausi Primary"
1220,"NP1-S1-C4-CA","NP1","NP1-S1","C4","CA","Numba Primary","other elevation",NA,NA,"6/4/2022","8/24/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",10,FALSE,FALSE,"","KP2-S3-C4-CA","9/21/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","KP2","KP2-S3",NA,0,0,"Kausi Primary"
1221,"NP1-S1-C1-UN","NP1","NP1-S1","C1","UN","Numba Primary","other elevation",NA,NA,"6/4/2022","8/24/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",10,FALSE,FALSE,"","KP2-S3-C1-UN","9/21/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","KP2","KP2-S3",NA,0,0,"Kausi Primary"
1222,"NP1-S1-C2-UN","NP1","NP1-S1","C2","UN","Numba Primary","other elevation",NA,NA,"6/4/2022","8/24/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",11,FALSE,FALSE,"","KP2-S3-C2-UN","9/21/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","KP2","KP2-S3",NA,0,0,"Kausi Primary"
1223,"NP1-S1-C3-UN","NP1","NP1-S1","C3","UN","Numba Primary","other elevation",NA,NA,"6/4/2022","8/24/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",9,FALSE,FALSE,"","KP2-S3-C3-UN","9/21/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","KP2","KP2-S3",NA,0,0,"Kausi Primary"
1224,"NP1-S1-C4-UN","NP1","NP1-S1","C4","UN","Numba Primary","other elevation",NA,NA,"6/4/2022","8/24/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",11,FALSE,FALSE,"","KP2-S3-C4-UN","9/21/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","KP2","KP2-S3",NA,0,0,"Kausi Primary"
1225,"NP1-S1-D1-CA","NP1","NP1-S1","D1","CA","Numba Primary","other elevation",NA,NA,"6/4/2022","8/24/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",10,FALSE,FALSE,"","KP2-S3-D1-CA","9/21/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"plug missing","","KP2","KP2-S3",NA,0,0,"Kausi Primary"
1226,"NP1-S1-D2-CA","NP1","NP1-S1","D2","CA","Numba Primary","other elevation",NA,NA,"6/4/2022","8/24/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",12,FALSE,FALSE,"","KP2-S3-D2-CA","9/21/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","KP2","KP2-S3",NA,0,0,"Kausi Primary"
1227,"NP1-S1-D3-CA","NP1","NP1-S1","D3","CA","Numba Primary","other elevation",NA,NA,"6/4/2022","8/24/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",12,FALSE,FALSE,"","KP2-S3-D3-CA","9/21/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","KP2","KP2-S3",NA,0,0,"Kausi Primary"
1228,"NP1-S1-D4-CA","NP1","NP1-S1","D4","CA","Numba Primary","other elevation",NA,NA,"6/4/2022","8/24/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",12,FALSE,FALSE,"","KP2-S3-D4-CA","9/21/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","KP2","KP2-S3",NA,0,0,"Kausi Primary"
1229,"NP1-S1-D1-UN","NP1","NP1-S1","D1","UN","Numba Primary","other elevation",NA,NA,"6/4/2022","8/24/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",12,FALSE,FALSE,"","KP2-S3-D1-UN","9/21/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","KP2","KP2-S3",NA,0,0,"Kausi Primary"
1230,"NP1-S1-D2-UN","NP1","NP1-S1","D2","UN","Numba Primary","other elevation",NA,NA,"6/4/2022","8/24/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",9,FALSE,FALSE,"","KP2-S3-D2-UN","9/21/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","KP2","KP2-S3",NA,0,0,"Kausi Primary"
1231,"NP1-S1-D3-UN","NP1","NP1-S1","D3","UN","Numba Primary","other elevation",NA,NA,"6/4/2022","8/24/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",12,FALSE,FALSE,"","KP2-S3-D3-UN","9/21/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","KP2","KP2-S3",NA,0,0,"Kausi Primary"
1232,"NP1-S1-D4-UN","NP1","NP1-S1","D4","UN","Numba Primary","other elevation",NA,NA,"6/4/2022","8/24/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",13,FALSE,FALSE,"","KP2-S3-D4-UN","9/21/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","KP2","KP2-S3",NA,0,0,"Kausi Primary"
1233,"NP1-S2-A1-CA","NP1","NP1-S2","A1","CA","Numba Primary","control",NA,NA,"6/4/2022","8/22/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",12,FALSE,FALSE,"","NP1-S2-A1-CA","9/17/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","NP1","NP1-S2",NA,0,0,"Numba Primary"
1234,"NP1-S2-A2-CA","NP1","NP1-S2","A2","CA","Numba Primary","control",NA,NA,"6/4/2022","8/22/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",11,FALSE,FALSE,"","NP1-S2-A2-CA","9/17/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","NP1","NP1-S2",NA,0,0,"Numba Primary"
1235,"NP1-S2-A3-CA","NP1","NP1-S2","A3","CA","Numba Primary","control",NA,NA,"6/4/2022","8/22/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",10,FALSE,FALSE,"","NP1-S2-A3-CA","9/17/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","NP1","NP1-S2",NA,0,0,"Numba Primary"
1236,"NP1-S2-A4-CA","NP1","NP1-S2","A4","CA","Numba Primary","control",NA,NA,"6/4/2022","8/22/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",11,FALSE,FALSE,"","NP1-S2-A4-CA","9/17/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","NP1","NP1-S2",NA,0,0,"Numba Primary"
1237,"NP1-S2-A1-UN","NP1","NP1-S2","A1","UN","Numba Primary","control",NA,NA,"6/4/2022","8/22/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",13,FALSE,FALSE,"","NP1-S2-A1-UN","9/17/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","NP1","NP1-S2",NA,0,0,"Numba Primary"
1238,"NP1-S2-A2-UN","NP1","NP1-S2","A2","UN","Numba Primary","control",NA,NA,"6/4/2022","8/22/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",13,FALSE,FALSE,"","NP1-S2-A2-UN","9/17/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","NP1","NP1-S2",NA,0,0,"Numba Primary"
1239,"NP1-S2-A3-UN","NP1","NP1-S2","A3","UN","Numba Primary","control",NA,NA,"6/4/2022","8/22/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",11,FALSE,FALSE,"","NP1-S2-A3-UN","9/17/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","NP1","NP1-S2",NA,0,0,"Numba Primary"
1240,"NP1-S2-A4-UN","NP1","NP1-S2","A4","UN","Numba Primary","control",NA,NA,"6/4/2022","8/22/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",13,FALSE,FALSE,"","NP1-S2-A4-UN","9/17/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","NP1","NP1-S2",NA,0,0,"Numba Primary"
1241,"NP1-S2-B1-CA","NP1","NP1-S2","B1","CA","Numba Primary","control",NA,NA,"6/4/2022","8/22/2022","1/0/1900","Petr+Manfred+Ambros",NA,TRUE,TRUE,"black ant","CAMP 033",1,"1","NO",10,FALSE,FALSE,"forager","NP1-S2-B1-CA","9/17/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","ok","NP1","NP1-S2",1,0,0,"Numba Primary"
1242,"NP1-S2-B2-CA","NP1","NP1-S2","B2","CA","Numba Primary","control",NA,NA,"6/4/2022","8/22/2022","1/0/1900","Petr+Manfred+Ambros",NA,TRUE,TRUE,"Tetramorium","",0,"20","YES",9,FALSE,FALSE,"to difficult to collect","NP1-S2-B2-CA","9/17/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","NP1","NP1-S2",20,1,0,"Numba Primary"
1243,"NP1-S2-B3-CA","NP1","NP1-S2","B3","CA","Numba Primary","control",NA,NA,"6/4/2022","8/22/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",11,FALSE,FALSE,"","NP1-S2-B3-CA","9/17/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","NP1","NP1-S2",NA,0,0,"Numba Primary"
1244,"NP1-S2-B4-CA","NP1","NP1-S2","B4","CA","Numba Primary","control",NA,NA,"6/4/2022","8/22/2022","1/0/1900","Petr+Manfred+Ambros",NA,TRUE,TRUE,"small light brown, maybe Pheidole?","",0,"10","YES",10,FALSE,FALSE,"to difficult to collect","NP1-S2-B4-CA","9/17/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","NP1","NP1-S2",10,1,0,"Numba Primary"
1245,"NP1-S2-B1-UN","NP1","NP1-S2","B1","UN","Numba Primary","control",NA,NA,"6/4/2022","8/22/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",9,FALSE,FALSE,"","NP1-S2-B1-UN","9/17/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","NP1","NP1-S2",NA,0,0,"Numba Primary"
1246,"NP1-S2-B2-UN","NP1","NP1-S2","B2","UN","Numba Primary","control",NA,NA,"6/4/2022","8/22/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",10,FALSE,FALSE,"","NP1-S2-B2-UN","9/17/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","NP1","NP1-S2",NA,0,0,"Numba Primary"
1247,"NP1-S2-B3-UN","NP1","NP1-S2","B3","UN","Numba Primary","control",NA,NA,"6/4/2022","8/22/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",9,FALSE,FALSE,"","NP1-S2-B3-UN","9/17/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","NP1","NP1-S2",NA,0,0,"Numba Primary"
1248,"NP1-S2-B4-UN","NP1","NP1-S2","B4","UN","Numba Primary","control",NA,NA,"6/4/2022","8/22/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",15,FALSE,FALSE,"","NP1-S2-B4-UN","9/17/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","NP1","NP1-S2",NA,0,0,"Numba Primary"
1249,"NP1-S2-C1-CA","NP1","NP1-S2","C1","CA","Numba Primary","control",NA,NA,"6/4/2022","8/22/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",13,FALSE,FALSE,"","NP1-S2-C1-CA","9/17/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","NP1","NP1-S2",NA,0,0,"Numba Primary"
1250,"NP1-S2-C2-CA","NP1","NP1-S2","C2","CA","Numba Primary","control",NA,NA,"6/4/2022","8/22/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",12,FALSE,FALSE,"","NP1-S2-C2-CA","9/17/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","NP1","NP1-S2",NA,0,0,"Numba Primary"
1251,"NP1-S2-C3-CA","NP1","NP1-S2","C3","CA","Numba Primary","control",NA,NA,"6/4/2022","8/22/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",12,FALSE,FALSE,"","NP1-S2-C3-CA","9/17/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","NP1","NP1-S2",NA,0,0,"Numba Primary"
1252,"NP1-S2-C4-CA","NP1","NP1-S2","C4","CA","Numba Primary","control",NA,NA,"6/4/2022","8/22/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",11,FALSE,FALSE,"","NP1-S2-C4-CA","9/17/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","NP1","NP1-S2",NA,0,0,"Numba Primary"
1253,"NP1-S2-C1-UN","NP1","NP1-S2","C1","UN","Numba Primary","control",NA,NA,"6/4/2022","8/22/2022","1/0/1900","Petr+Manfred+Ambros",NA,TRUE,TRUE,"Technomyrmex","TECH 004",1,"50","YES",10,FALSE,FALSE,"","NP1-S2-C1-UN","9/17/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,TRUE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","ok","NP1","NP1-S2",50,1,0,"Numba Primary"
1254,"NP1-S2-C2-UN","NP1","NP1-S2","C2","UN","Numba Primary","control",NA,NA,"6/4/2022","8/22/2022","1/0/1900","Petr+Manfred+Ambros",NA,FALSE,FALSE,"","",NA,"","",NA,TRUE,TRUE,"bamboo missing","NP1-S2-C2-UN","9/17/2022","","Manfred",NA,FALSE,"","",FALSE,NA,"",FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,FALSE,"","","NP1","NP1-S2",NA,0,0,"Numba Primary"
